,iteration,movies,zstat
0,0.0,"['bedtime.mp4', 'forest.mp4', 'pingu.mp4', 'cars.mp4', 'up_russell.mp4', 'ratatouille.mp4', 'incredibles.mp4', 'bathsong.mp4', 'breakfast_smoothie.mp4', 'new_orleans.mp4', 'our_planet.mp4', 'funny_tools.mp4', 'dalmations.mp4', 'beachsong.mp4']",1.354327548277871
