scene		0.16	22.327	22.167	
inanimate_big		0.16	22.324	22.164	
non_social		0.16	22.324	22.164	
biological		6.805	13.065	6.26	
non_biological		0.16	22.32	22.16	
civilisation		0.16	22.324	22.164	
open		0.16	22.325	22.165	
near		13.08	22.349	9.269	
far		0.16	13.04	12.88	
outside		0.16	22.324	22.164	
camera_cut		6.79	6.8	0.01	
camera_cut		13.07	13.08	0.01	
camera_cut		19.07	19.16	0.09	
salient_near_towards		13.09	19.05	5.96	
