,walle.mp4,rio_jungle_jig.mp4,bedtime.mp4,forest.mp4,pingu.mp4,moana.mp4,cars.mp4,tayo_bus.mp4,up_russell.mp4,ratatouille.mp4,incredibles.mp4,piper.mp4,minions_supermarket.mp4,real_cars.mp4,bathsong.mp4,breakfast_smoothie.mp4,new_orleans.mp4,wallace_gromit.mp4,up_kevin_nonsocial.mp4,supermarket.mp4,our_planet.mp4,up_kevin_social.mp4,funny_tools.mp4,hand_tools.mp4,despicable_me.mp4,dalmations.mp4,steamed_buns.mp4,cartoon_cars.mp4,mountain_song.mp4,beachsong.mp4
our_planet.mp4,1.6798277144762936,2.916764779081312,1.994347028546466,4.14361003798549,0.15550816879115903,1.7849096479748203,3.190659120059272,2.258763339262276,0.11577368693095469,0.6011281455141839,1.7360954455133095,2.2229537091690936,2.7745104690537614,1.1402966453698449,0.058581204595482106,0.6001921955296661,0.9990043691292643,1.2886948588579061,1.8685771350223819,3.431500557127767,0.0,0.7429878693728851,2.752870007165134,1.2442605845419186,1.389138258486537,0.5539618354033431,1.0683696591581713,1.0107075925574245,0.9457789121338989,0.45391498042465805
up_kevin_social.mp4,0.9368398451034086,3.659752648454197,2.737334897919351,3.400622168612605,0.587479700581726,1.0419217786019352,3.933646989432157,1.515775469889391,0.6272141824419304,1.344116014887069,2.4790833148861946,2.9659415785419787,2.0315225996808763,1.88328451474273,0.8015690739683672,0.142795673843219,1.7419922385021493,0.545706989485021,2.611565004395267,2.6885126877548817,0.7429878693728851,0.0,3.495857876538019,0.5012727151690335,0.646150389113652,1.2969497047762282,0.3253817897852862,1.7536954619303096,0.20279104276101378,1.1969028497975431
funny_tools.mp4,4.432697721641428,0.16389477191617807,0.758522978618668,6.896480045150624,2.908378175956293,4.537779655139954,0.437789112894138,5.01163334642741,2.8686436940960887,2.15174186165095,1.0167745616518244,0.5299162979960403,5.527380476218895,1.612573361795289,2.694288802569652,3.3530622026948,1.7538656380358697,4.04156486602304,0.8842928721427521,6.184370564292901,2.752870007165134,3.495857876538019,0.0,3.9971305917070525,4.142008265651671,2.198908171761791,3.8212396663233053,1.7421624146077095,3.698648919299033,2.298955026740476
hand_tools.mp4,0.4355671299343751,4.161025363623231,3.2386076130883845,2.8993494534435715,1.0887524157507595,0.5406490634329018,4.434919704601191,1.0145027547203576,1.1284868976109639,1.8453887300561025,2.980356030055228,3.467214293711012,1.5302498845118429,2.3845572299117634,1.3028417891374007,0.6440683890122525,2.243264953671183,0.044434274315987565,3.1128377195643004,2.1872399725858482,1.2442605845419186,0.5012727151690335,3.9971305917070525,0.0,0.14487767394461848,1.7982224199452617,0.1758909253837473,2.254968177099343,0.2984816724080197,1.6981755649665766
despicable_me.mp4,0.2906894559897566,4.305903037567849,3.383485287033003,2.754471779498953,1.233630089695378,0.3957713894882833,4.579797378545809,0.8696250807757391,1.2733645715555824,1.990266404000721,3.1252337039998466,3.6120919676556307,1.3853722105672244,2.529434903856382,1.4477194630820192,0.788946062956871,2.3881426276158013,0.10044339962863091,3.257715393508919,2.0423622986412298,1.389138258486537,0.646150389113652,4.142008265651671,0.14487767394461848,0.0,1.9431000938898801,0.32076859932836577,2.3998458510439615,0.4433593463526382,1.843053238911195
dalmations.mp4,2.2337895498796367,2.362802943677969,1.4403851931431229,4.697571873388833,0.7094700041945021,2.3388714833781634,2.636697284655929,2.812725174665619,0.6697355223342978,0.047166310110840826,1.1821336101099664,1.6689918737657505,3.3284723044571045,0.5863348099665018,0.495380630807861,1.1541540309330092,0.4450425337259212,1.8426566942612492,1.3146152996190388,3.98546239253111,0.5539618354033431,1.2969497047762282,2.198908171761791,1.7982224199452617,1.9431000938898801,0.0,1.6223314945615144,0.4567457571540814,1.499740747537242,0.10004685497868504
steamed_buns.mp4,0.6114580553181224,3.9851344382394833,3.0627166877046372,3.075240378827319,0.9128614903670123,0.716539988816649,4.259028779217443,1.1903936801041048,0.9525959722272166,1.6694978046723552,2.804465104671481,3.291323368327265,1.7061408098955901,2.208666304528016,1.1269508637536534,0.4681774636285052,2.0673740282874356,0.22032519969973485,2.936946794180553,2.3631308979695955,1.0683696591581713,0.3253817897852862,3.8212396663233053,0.1758909253837473,0.32076859932836577,1.6223314945615144,0.0,2.0790772517155958,0.12259074702427242,1.5222846395828293
cartoon_cars.mp4,2.690535307033718,1.9060571865238876,0.9836394359890415,5.154317630542915,1.1662157613485835,2.795617240532245,2.1799515275018475,3.2694709318197006,1.1264812794883792,0.40957944704324056,0.725387852955885,1.2122461166116691,3.785218061611186,0.1295890528124204,0.9521263879619424,1.6108997880870906,0.011703223428160214,2.2994024514153306,0.8578695424649574,4.442208149685191,1.0107075925574245,1.7536954619303096,1.7421624146077095,2.254968177099343,2.3998458510439615,0.4567457571540814,2.0790772517155958,0.0,1.9564865046913233,0.5567926121327664
mountain_song.mp4,0.7340488023423948,3.862543691215211,2.940125940680365,3.1978311258515912,0.7902707433427398,0.8391307358409215,4.136438032193171,1.3129844271283773,0.8300052252029442,1.5469070576480828,2.6818743576472084,3.1687326213029925,1.8287315569198626,2.0860755575037437,1.004360116729381,0.3455867166042328,1.9447832812631631,0.34291594672400727,2.8143560471562807,2.485721644993868,0.9457789121338989,0.20279104276101378,3.698648919299033,0.2984816724080197,0.4433593463526382,1.499740747537242,0.12259074702427242,1.9564865046913233,0.0,1.399693892558557
beachsong.mp4,2.1337426949009517,2.462849798656654,1.540432048121808,4.597525018410148,0.6094231492158171,2.2388246283994784,2.736744139634614,2.712678319686934,0.5696886673556127,0.14721316508952587,1.2821804650886515,1.7690387287444356,3.2284254494784195,0.6863816649451868,0.39533377582917595,1.0541071759543241,0.5450893887046062,1.7426098392825642,1.4146621545977238,3.885415537552425,0.45391498042465805,1.1969028497975431,2.298955026740476,1.6981755649665766,1.843053238911195,0.10004685497868504,1.5222846395828293,0.5567926121327664,1.399693892558557,0.0
