,iteration,movies,zstat
0,0.0,"['walle.mp4', 'rio_jungle_jig.mp4', 'bedtime.mp4', 'forest.mp4', 'up_russell.mp4', 'ratatouille.mp4', 'incredibles.mp4', 'breakfast_smoothie.mp4', 'supermarket.mp4', 'up_kevin_social.mp4', 'funny_tools.mp4', 'hand_tools.mp4', 'despicable_me.mp4', 'dalmations.mp4', 'beachsong.mp4']",1.4281219738347433
